timestamp,233353/cpu`idle,233354/cpu`idle,233355/cpu`idle,233356/cpu`idle,233357/cpu`idle,233358/cpu`idle,233359/cpu`idle,233360/cpu`idle,233361/cpu`idle,233362/cpu`idle
1505879580,47451873,49972588,50576310,51328326,51326004,51280450,51256013,51266096,51237688,51307484
1505879640,47456904,49976888,50578502,51333806,51331476,51285945,51261502,51271563,51243159,51312982
1505879700,47461928,49981204,50581576,51339303,51336952,51291445,51266985,51277013,51248628,51318487
1505879760,47466937,49985607,50584649,51344797,51342427,51296940,51272454,51282480,51254099,51323984
1505879820,47471961,49989420,50587641,51350290,51347901,51302437,51277940,51287942,51259553,51329486
1505879880,47476993,49993476,50590221,51355783,51353375,51307934,51283427,51293414,51265023,51334986
1505879940,47482023,49997481,50593295,51361271,51358849,51313429,51288918,51298890,51270498,51340483
1505880000,47487059,50001490,50595975,51366702,51364328,51318926,51294410,51304369,51275972,51345983
1505880060,47492080,50005403,50598432,51371889,51369512,51324419,51299813,51309550,51281394,51351482
1505880120,47496750,50009773,50600963,51377378,51374890,51329713,51305031,51314911,51286539,51356826
1505880180,47501787,50013873,50603075,51382870,51380374,51335054,51310523,51320374,51292017,51362106
1505880240,47506841,50018361,50606171,51388364,51385857,51340552,51316016,51325852,51297499,51367606
1505880300,47511887,50022880,50609555,51393844,51391331,51346049,51321490,51331334,51302981,51373106
1505880360,47516927,50027431,50612913,51399336,51396816,51351548,51326978,51336818,51308458,51378606
1505880420,47521947,50031946,50616283,51404830,51402296,51357042,51332456,51342305,51313925,51384098
1505880480,47526954,50036550,50619773,51410323,51407777,51362532,51337943,51347786,51319395,51389573
1505880540,47531979,50041018,50622894,51415805,51413260,51368028,51343430,51353260,51324863,51395063
1505880600,47536969,50045637,50625893,51421301,51418742,51373525,51348921,51358725,51330325,51400565
1505880660,47541999,50050268,50628473,51426789,51424223,51379022,51354408,51364179,51335797,51406053
1505880720,47547032,50054364,50631537,51432282,51429704,51384516,51359882,51369630,51341269,51411545
1505880780,47552068,50058504,50634797,51437766,51435188,51390015,51365373,51375096,51346727,51417041
1505880840,47557103,50062136,50637438,51443256,51440670,51395514,51370861,51380559,51352196,51422538
1505880900,47562134,50066158,50640544,51448737,51446148,51401013,51376352,51386028,51357658,51428035
1505880960,47567161,50070245,50643647,51454173,51451619,51406503,51381837,51391501,51363127,51433523
1505881020,47572198,50074317,50646764,51459409,51457093,51411990,51387326,51396982,51368595,51439016
1505881080,47577229,50078561,50650011,51464889,51462544,51417486,51392804,51402458,51374062,51444513
1505881140,47582263,50083167,50653600,51470378,51468012,51422971,51398288,51407924,51379532,51450008
1505881200,47587280,50087528,50656729,51475860,51473478,51428459,51403771,51413387,51384988,51455494
1505881260,47592312,50092170,50659521,51481351,51478953,51433953,51409259,51418865,51390452,51460985
1505881320,47597349,50096496,50662464,51486848,51484432,51439449,51414752,51424348,51395907,51466478
1505881380,47602386,50101011,50665869,51492335,51489912,51444949,51420244,51429830,51401373,51471976
1505881440,47607414,50105578,50669371,51497816,51495391,51450440,51425734,51435312,51406844,51477467
1505881500,47612449,50110051,50672788,51503302,51500863,51455925,51431223,51440795,51412312,51482961
1505881560,47617485,50114628,50675972,51508690,51506336,51461409,51436711,51446280,51417787,51488454
1505881620,47622513,50119248,50679425,51514024,51511818,51466906,51442203,51451762,51423246,51493949
1505881680,47627523,50123781,50682927,51519522,51517294,51472403,51447693,51457233,51428703,51499443
1505881740,47632540,50128495,50686261,51525011,51522770,51477902,51453185,51462701,51434168,51504939
1505881800,47637504,50133147,50689381,51530431,51528249,51483397,51458651,51468168,51439599,51510432
1505881860,47642152,50137864,50692256,51535617,51533481,51488890,51463781,51473598,51444712,51515751
1505881920,47647172,50142094,50695768,51541113,51538816,51494224,51469270,51478701,51450177,51521051
1505881980,47652205,50146465,50699184,51546607,51544297,51499528,51474755,51484180,51455648,51526545
1505882040,47657233,50150961,50702270,51552105,51549780,51505026,51480232,51489648,51461120,51532042
1505882100,47662268,50155624,50705684,51557602,51555265,51510523,51485722,51495128,51466594,51537538
1505882160,47667304,50160261,50709468,51563101,51560739,51516020,51491211,51500609,51472066,51543034
1505882220,47672335,50165175,50713316,51568599,51566219,51521508,51496692,51506083,51477529,51548523
1505882280,47677339,50170007,50716651,51574088,51571696,51526990,51502164,51511554,51482993,51554001
1505882340,47682366,50174766,50719817,51579586,51577181,51532473,51507646,51517033,51488465,51559496
1505882400,47687396,50179085,50723190,51585083,51582661,51537972,51513138,51522508,51493934,51564993
1505882460,47692437,50183251,50726409,51590578,51588137,51543459,51518615,51527981,51499409,51570484
1505882520,47697473,50187519,50729703,51596075,51593604,51548951,51524106,51533452,51504886,51575970
1505882580,47702496,50191829,50733076,51601571,51599087,51554449,51529598,51538926,51510353,51581467
1505882640,47707523,50196134,50736262,51607069,51604570,51559944,51535088,51544401,51515826,51586962
1505882700,47712560,50200300,50739125,51612567,51610053,51565444,51540579,51549880,51521281,51592459
1505882760,47717596,50204631,50742319,51618066,51615525,51570932,51546071,51555350,51526747,51597955
1505882820,47722579,50209406,50745728,51623554,51620968,51576424,51551554,51560816,51532199,51603448
1505882880,47727620,50214065,50749020,51629044,51626437,51581910,51557032,51566299,51537665,51608932
1505882940,47732671,50218764,50753068,51634546,51631930,51587407,51562528,51571792,51543099,51614428
1505883000,47737676,50223368,50758356,51640044,51637401,51592910,51568026,51577263,51548504,51619931
1505883060,47742667,50227962,50762553,51645523,51642869,51598387,51573487,51582731,51553972,51625405
1505883120,47747696,50232524,50766293,51651017,51648342,51603882,51578971,51588217,51559446,51630898
1505883180,47752734,50236969,50769830,51656512,51653820,51609378,51584458,51593707,51564920,51636392
1505883240,47757779,50241122,50773630,51661997,51659302,51614866,51589948,51599195,51570396,51641886
1505883300,47762804,50245339,50777431,51667487,51664783,51620353,51595427,51604681,51575870,51647379
1505883360,47767850,50249589,50780940,51672981,51670267,51625840,51600914,51610158,51581340,51652870
1505883420,47772891,50253846,50784673,51678475,51675753,51631326,51606406,51615646,51586812,51658365
1505883480,47777938,50257950,50788050,51683967,51681238,51636807,51611893,51621136,51592288,51663855
1505883540,47782978,50262257,50791462,51689459,51686716,51642299,51617379,51626616,51597751,51669344
1505883600,47788008,50266474,50794840,51694941,51692188,51647783,51622860,51632099,51603224,51674827
1505883660,47793046,50270528,50798163,51700322,51697529,51653271,51628297,51637586,51608422,51680165
1505883720,47797744,50275003,50801688,51705553,51702774,51658702,51633457,51642757,51613816,51685420
1505883780,47802740,50279699,50805223,51711040,51708265,51663895,51638948,51648205,51619295,51690908
1505883840,47807779,50284450,50809202,51716536,51713752,51669393,51644420,51653693,51624766,51696395
1505883900,47812820,50289208,50812790,51722017,51719238,51674884,51649899,51659186,51630240,51701887
1505883960,47817862,50294017,50816533,51727515,51724725,51680382,51655388,51664681,51635718,51707380
1505884020,47822868,50298772,50820290,51733009,51730193,51685880,51660873,51670160,51641171,51712875
1505884080,47827843,50303485,50823828,51738482,51735646,51691358,51666336,51675629,51646625,51718350
1505884140,47832832,50308190,50827298,51743958,51741099,51696829,51671803,51681086,51652063,51723805
1505884200,47837803,50312929,50831078,51749418,51746541,51702300,51677248,51686541,51657499,51729260
1505884260,47842755,50317722,50835071,51754876,51751977,51707748,51682696,51691986,51662925,51734714
1505884320,47847701,50322536,50839175,51760330,51757397,51713198,51688130,51697432,51668350,51740160
1505884380,47852650,50327378,50843329,51765781,51762821,51718644,51693572,51702881,51673779,51745610
1505884440,47857608,50332226,50847529,51771233,51768253,51724099,51699011,51708332,51679214,51751056
1505884500,47862565,50337130,50851740,51776681,51773684,51729556,51704217,51713783,51684644,51756499
1505884560,47867512,50342004,50855940,51782132,51779118,51735016,51709669,51719232,51690069,51761954
1505884620,47872463,50346892,50860124,51787585,51784553,51740466,51715114,51724678,51695494,51767404
1505884680,47877415,50351719,50864364,51793036,51789983,51745918,51720556,51730125,51700916,51772854
1505884740,47882361,50356468,50868507,51798470,51795401,51751355,51726001,51735572,51706332,51778304
1505884800,47887319,50361213,50872805,51803915,51800823,51756801,51731440,51741016,51711740,51783746
1505884860,47892269,50365985,50876985,51809366,51806217,51762255,51736878,51746458,51717147,51789195
1505884920,47897226,50370774,50881239,51814825,51811636,51767706,51742327,51751914,51722569,51794643
1505884980,47902170,50375628,50885648,51820273,51817061,51773165,51747764,51757356,51727991,51800080
1505885040,47907120,50380393,50890205,51825724,51822494,51778607,51753210,51762801,51733395,51805525
1505885100,47912058,50385157,50894666,51831162,51827923,51784058,51758645,51768241,51738812,51810971
1505885160,47917002,50389918,50899065,51836601,51833354,51789502,51764086,51773682,51744234,51816413
1505885220,47921941,50394770,50903011,51842042,51838781,51794948,51769520,51779119,51749654,51821855
1505885280,47926861,50399104,50906328,51847477,51844205,51800393,51774960,51784559,51755075,51827296
1505885340,47931773,50403357,50909586,51852914,51849643,51805839,51780397,51790003,51760502,51832734
1505885400,47936549,50407644,50913060,51858358,51855037,51811287,51785840,51795444,51765712,51838180
1505885460,47941226,50411905,50916707,51863797,51860133,51816733,51791044,51800883,51770985,51843621
1505885520,47946177,50416010,50920305,51869031,51865567,51821823,51796338,51806040,51776406,51848845
1505885580,47951128,50420254,50923802,51874312,51871002,51827265,51801776,51811405,51781830,51854129
1505885640,47956060,50424563,50927269,51879744,51876434,51832714,51807212,51816846,51787250,51859575
1505885700,47961005,50428957,50930852,51885192,51881875,51838154,51812650,51821984,51792676,51865018
1505885760,47965947,50433677,50934213,51890639,51887309,51843604,51818086,51827422,51798104,51870462
1505885820,47970892,50438357,50937889,51896086,51892745,51849051,51823527,51832863,51803530,51875908
1505885880,47975849,50443071,50941587,51901533,51898179,51854497,51828960,51838299,51808961,51881351
1505885940,47980801,50447627,50945545,51906982,51903618,51859946,51834402,51843743,51814390,51886797
1505886000,47985743,50452288,50949162,51912430,51909056,51865394,51839845,51849185,51819815,51892244
1505886060,47990658,50456939,50952932,51917870,51914487,51870838,51845280,51854626,51825232,51897684
1505886120,47995597,50461676,50956683,51923312,51919921,51876273,51850713,51860067,51830656,51903126
1505886180,48000536,50466233,50960759,51928756,51925361,51881711,51856149,51865366,51836079,51908567
1505886240,48005470,50471001,50964917,51934198,51930797,51887157,51861587,51870715,51841499,51914002
1505886300,48010412,50475713,50968948,51939647,51936236,51892607,51867030,51876165,51846925,51919422
1505886360,48015370,50480487,50973189,51945102,51941685,51898068,51872479,51881619,51852358,51924875
1505886420,48020323,50485152,50977303,51950552,51947129,51903519,51877919,51887070,51857788,51930320
1505886480,48025263,50489810,50981583,51956002,51952566,51908971,51883353,51892510,51863207,51935767
1505886540,48030185,50494174,50986011,51961445,51958004,51914417,51888780,51897947,51868615,51941204
1505886600,48035145,50498644,50990561,51966890,51963444,51919866,51894214,51903396,51874042,51946647
1505886660,48040090,50502809,50995113,51972346,51968891,51925320,51899647,51908849,51879467,51952097
1505886720,48045037,50507153,50999656,51977614,51974336,51930776,51905086,51914300,51884899,51957543
1505886780,48049981,50511820,51004399,51983017,51979782,51936234,51910528,51919740,51890330,51962989
1505886840,48054931,50516676,51008898,51988476,51985226,51941692,51915973,51925194,51895743,51968427
1505886900,48059873,50521572,51013371,51993926,51990659,51947144,51921415,51930640,51901168,51973876
1505886960,48064829,50526389,51018045,51999383,51996102,51952597,51926857,51936092,51906600,51979323
1505887020,48069771,50531193,51022416,52004840,52001525,51958052,51932301,51941542,51912030,51984772
1505887080,48074715,50535973,51027335,52010299,52006950,51963507,51937734,51946991,51917464,51990222
1505887140,48079664,50540743,51031958,52015757,52012382,51968964,51943177,51952432,51922902,51995675
1505887200,48084571,50545596,51036921,52021213,52017809,51974422,51948629,51957704,51928335,52001130
1505887260,48089143,50550149,51041412,52026593,52023126,51979871,51954078,51962960,51933513,52006581
1505887320,48094060,50554731,51046075,52031748,52028256,51985175,51959269,51968394,51938847,52011682
1505887380,48098988,50559557,51050964,52037203,52033686,51990394,51964595,51973835,51944284,52017092
1505887440,48103940,50564328,51055682,52042655,52039121,51995853,51970032,51979276,51949708,52022544
1505887500,48108890,50569188,51060657,52048112,52044561,52001178,51975463,51984699,51955143,52027995
1505887560,48113843,50573976,51065373,52053569,52050003,52006521,51980905,51990141,51960575,52033432
1505887620,48118790,50578834,51070421,52059019,52055430,52011975,51986332,51995586,51965988,52038872
1505887680,48123749,50583724,51074700,52064474,52060876,52017432,51991777,52001035,51971424,52044321
1505887740,48128700,50588381,51079608,52069927,52066316,52022885,51997228,52006478,51976848,52049773
1505887800,48133655,50593146,51084510,52075384,52071755,52028335,52002665,52011921,51982280,52055223
1505887860,48138587,50597863,51089211,52080833,52077186,52033789,52008080,52017357,51987707,52060672
1505887920,48143528,50602615,51094155,52086281,52082621,52039243,52013509,52022798,51993128,52066117
1505887980,48148441,50607359,51098325,52091723,52088059,52044695,52018930,52028232,51998558,52071551
1505888040,48153371,50611867,51101700,52097177,52093490,52050151,52024375,52033670,52003987,52076993
1505888100,48158316,50616241,51105011,52102629,52098918,52055591,52029818,52039108,52009411,52082435
1505888160,48163264,50620667,51108631,52108082,52104353,52061045,52035247,52044548,52014839,52087874
1505888220,48168216,50625108,51112046,52113524,52109790,52066501,52040688,52049987,52020267,52093311
1505888280,48173174,50629535,51115727,52118968,52115221,52071960,52046127,52055406,52025697,52098733
1505888340,48178119,50634389,51119571,52124424,52120652,52077403,52051555,52060849,52031126,52104180
1505888400,48183066,50639179,51122864,52129866,52126085,52082850,52056985,52066289,52036557,52109624
1505888460,48188013,50643793,51126517,52135302,52131518,52088307,52062405,52071737,52041997,52115063
1505888520,48192959,50648468,51129943,52140752,52136931,52093771,52067845,52077169,52047422,52120518
1505888580,48197773,50653107,51133557,52146192,52142353,52099227,52073279,52082613,52052832,52125961
1505888640,48202707,50657457,51137399,52151643,52147781,52104680,52078698,52088056,52058259,52131398
1505888700,48207637,50661432,51140817,52157095,52153209,52110137,52084137,52093490,52063685,52136843
1505888760,48212564,50665419,51144383,52162548,52158637,52115585,52089578,52098933,52069112,52142289
1505888820,48217499,50669769,51148065,52167999,52164052,52121035,52095011,52104377,52074542,52147725
1505888880,48222436,50674261,51151492,52173450,52169486,52126493,52100426,52109818,52079968,52153146
1505888940,48227378,50678980,51155015,52178902,52174920,52131934,52105859,52115262,52085395,52158571
1505889000,48232319,50683751,51158601,52184347,52180247,52137386,52111265,52120710,52090601,52164011
1505889060,48236998,50688133,51162443,52189700,52185447,52142857,52116366,52125980,52095947,52169479
1505889120,48241937,50692781,51166249,52194956,52190905,52148118,52121832,52131307,52101424,52174615
1505889180,48246952,50697439,51169715,52200444,52196369,52153471,52127306,52136784,52106898,52180075
1505889240,48251967,50702239,51173685,52205930,52201836,52158957,52132775,52142266,52112358,52185553
1505889300,48256986,50706714,51177624,52211418,52207308,52164450,52138256,52147745,52117830,52191024
1505889360,48262001,50710948,51181453,52216905,52212780,52169941,52143735,52153219,52123307,52196510
1505889420,48267015,50715249,51185184,52222396,52218251,52175433,52149205,52158696,52128782,52201991
1505889480,48272035,50719601,51189166,52227885,52223720,52180922,52154687,52164180,52134256,52207463
1505889540,48277050,50724026,51192802,52233375,52229186,52186395,52160166,52169661,52139733,52212934
1505889600,48282065,50728843,51196383,52238865,52234657,52191879,52165649,52175132,52145208,52218414
1505889660,48287085,50733646,51200137,52244353,52240116,52197369,52171128,52180613,52150682,52223894
1505889720,48292101,50738282,51203902,52249842,52245583,52202860,52176609,52186094,52156155,52229375
1505889780,48297121,50743017,51207777,52255334,52251054,52208351,52182092,52191573,52161626,52234854
1505889840,48302141,50747785,51211649,52260822,52256526,52213845,52187568,52197049,52167080,52240337
1505889900,48307159,50752551,51215749,52266311,52261994,52219335,52193049,52202528,52172543,52245818
1505889960,48312179,50757424,51219811,52271801,52267450,52224826,52198515,52208008,52178019,52251295
1505890020,48317195,50762617,51223875,52277294,52272923,52230318,52203983,52213492,52183496,52256774
1505890080,48322210,50767796,51227519,52282783,52278384,52235811,52209463,52218976,52188975,52262244
1505890140,48327222,50773041,51231029,52288276,52283865,52241300,52214943,52224457,52194451,52267714
1505890200,48332209,50778166,51234965,52293759,52289346,52246792,52220423,52229934,52199928,52273193
1505890260,48337225,50783421,51239047,52299247,52294816,52252282,52225904,52235412,52205403,52278677
1505890320,48342239,50788573,51242991,52304729,52300288,52257773,52231381,52240891,52210874,52284163
1505890380,48347246,50793842,51246748,52310221,52305759,52263255,52236862,52246370,52216336,52289646
1505890440,48352254,50799070,51250513,52315709,52311234,52268748,52242337,52251834,52221813,52295123
1505890500,48357241,50804235,51254210,52321199,52316695,52274238,52247815,52257303,52227290,52300602
1505890560,48362231,50809020,51257984,52326685,52322167,52279728,52253293,52262767,52232767,52306082
1505890620,48367227,50813767,51261879,52332176,52327640,52284914,52258767,52268244,52238240,52311561
1505890680,48372223,50818890,51265674,52337667,52333112,52290402,52264233,52273723,52243717,52317040
1505890740,48377230,50824239,51269252,52343155,52338586,52295893,52269705,52279203,52249193,52322518
1505890800,48382242,50829514,51273034,52348644,52344051,52301381,52275184,52284681,52254526,52327998
1505890860,48387045,50834520,51276058,52354140,52349517,52306565,52280398,52289986,52259794,52333148
1505890920,48391792,50839618,51279336,52359279,52354757,52311981,52285773,52295258,52265272,52338578
1505890980,48396794,50844887,51283237,52364752,52360083,52317472,52291246,52300725,52270749,52344061
1505891040,48401801,50850226,51286647,52370236,52365555,52322964,52296721,52306206,52276223,52349546
1505891100,48406811,50855554,51290149,52375727,52371023,52328453,52302201,52311673,52281699,52355027
1505891160,48411819,50860832,51293851,52381217,52376487,52333935,52307678,52317155,52287170,52360512
1505891220,48416821,50866055,51297592,52386711,52381955,52339425,52313158,52322639,52292648,52365994
1505891280,48421829,50871296,51301526,52392203,52387369,52344917,52318635,52328118,52298133,52371469
1505891340,48426848,50876711,51305456,52397694,52392542,52350409,52324121,52333593,52303614,52376942
1505891400,48431862,50881969,51309506,52403178,52397998,52355903,52329593,52339074,52309093,52382403
1505891460,48436867,50887172,51313588,52408649,52403444,52361393,52335075,52344548,52314573,52387873
1505891520,48441881,50892186,51317463,52414138,52408908,52366883,52340550,52350025,52320055,52393358
1505891580,48446894,50897247,51321554,52419623,52414364,52372369,52346025,52355510,52325537,52398834
1505891640,48451893,50902340,51325565,52425115,52419830,52377860,52351507,52360997,52331022,52404307
1505891700,48456905,50907451,51329438,52430607,52425297,52383350,52356984,52366480,52336501,52409789
1505891760,48461914,50912463,51333583,52436099,52430754,52388841,52362467,52371965,52341979,52415271
1505891820,48466921,50917670,51337752,52441589,52436214,52394333,52367948,52377444,52347458,52420736
1505891880,48471930,50922886,51341788,52447079,52441677,52399826,52373424,52382923,52352935,52426217
1505891940,48476945,50927805,51345474,52452569,52447127,52405316,52378908,52388404,52358399,52431696
1505892000,48481957,50932561,51349557,52458059,52452590,52410806,52384396,52393882,52363872,52437173
1505892060,48486972,50937257,51353286,52463549,52458054,52416298,52389882,52399351,52369344,52442642
1505892120,48491988,50942404,51357114,52469038,52463520,52421788,52395371,52404830,52374805,52448125
1505892180,48496994,50947493,51361030,52474530,52468984,52427269,52400852,52410313,52380267,52453606
1505892240,48502008,50952639,51364826,52480022,52474451,52432746,52406332,52415795,52385744,52459090
1505892300,48507017,50957834,51368672,52485515,52479919,52438224,52411816,52421269,52391209,52464573
1505892360,48512029,50963038,51372182,52491001,52485391,52443699,52417302,52426744,52396684,52470044
1505892420,48517037,50968261,51375895,52496487,52490863,52449163,52422782,52432221,52402162,52475517
1505892480,48522047,50973476,51379704,52501957,52496335,52454619,52428255,52437698,52407626,52480990
1505892540,48527029,50978640,51383691,52507448,52501811,52460078,52433721,52443176,52413101,52486464
1505892600,48532027,50983647,51387782,52512943,52507282,52465554,52439198,52448656,52418580,52491935
1505892660,48537036,50988676,51391720,52518437,52512622,52471035,52444401,52453891,52423914,52497400
1505892720,48541675,50993600,51395741,52523785,52517840,52476209,52449760,52459223,52429161,52502606
1505892780,48546586,50998767,51399940,52529050,52523306,52481600,52455231,52464694,52434639,52507962
1505892840,48551595,51004046,51404135,52534538,52528779,52487059,52460713,52470170,52440121,52513438
1505892900,48556600,51009248,51408195,52540032,52534249,52492514,52466192,52475649,52445602,52518912
1505892960,48561610,51014255,51412122,52545522,52539719,52497977,52471679,52481115,52451080,52524392
1505893020,48566625,51019491,51416371,52551013,52545194,52503444,52477155,52486594,52456560,52529868
1505893080,48571631,51024656,51420243,52556502,52550664,52508923,52482643,52492071,52462036,52535343
1505893140,48576634,51029947,51423935,52561992,52556133,52514412,52488129,52497547,52467515,52540820
1505893200,48581643,51035228,51427878,52567483,52561605,52519888,52493612,52503028,52472993,52546293
1505893260,48586656,51040491,51431828,52572976,52567073,52525363,52499083,52508501,52478470,52551772
1505893320,48591669,51045893,51435765,52578465,52572537,52530829,52504559,52513962,52483946,52557239
1505893380,48596686,51051123,51439782,52583946,52578007,52536317,52510046,52519431,52489423,52562706
1505893440,48601699,51056323,51443516,52589436,52583473,52541805,52515530,52524905,52494900,52568171
1505893500,48606689,51061389,51447636,52594927,52588944,52547296,52521006,52530377,52500378,52573646
1505893560,48611695,51066543,51451572,52600419,52594413,52552785,52526486,52535850,52505856,52579092
1505893620,48616710,51071323,51455495,52605909,52599875,52558275,52531971,52541320,52511333,52584557
1505893680,48621714,51076102,51459751,52611398,52605342,52563766,52537450,52546793,52516808,52590019
1505893740,48626722,51080867,51463563,52616878,52610813,52569254,52542934,52552265,52522284,52595482
1505893800,48631727,51085868,51467151,52622370,52616281,52574744,52548412,52557736,52527757,52600946
1505893860,48636734,51091231,51470962,52627863,52621737,52580234,52553896,52563209,52533235,52606411
1505893920,48641746,51096280,51474901,52633355,52627208,52585726,52559379,52568680,52538712,52611875
1505893980,48646755,51101338,51479037,52638854,52632677,52591221,52564854,52574148,52544189,52617339
1505894040,48651765,51106256,51483096,52644342,52638149,52596712,52570325,52579600,52549650,52622806
1505894100,48656768,51110832,51487226,52649820,52643621,52602206,52575802,52585066,52555123,52628273
1505894160,48661773,51115492,51491179,52655307,52649092,52607693,52581282,52590534,52560597,52633740
1505894220,48666780,51120069,51494926,52660783,52654566,52613184,52586761,52595993,52566075,52639205
1505894280,48671792,51125081,51498707,52666260,52660038,52618674,52592246,52601456,52571552,52644676
1505894340,48676809,51129997,51502794,52671749,52665511,52624163,52597727,52606926,52577029,52650139
1505894400,48681813,51135112,51506674,52677238,52670980,52629654,52603199,52612392,52582505,52655602
1505894460,48686505,51140135,51510513,52682374,52676268,52635142,52608379,52617819,52587659,52661053
1505894520,48691396,51145200,51514341,52687846,52681530,52640363,52613775,52622912,52593068,52666188
1505894580,48696402,51150484,51518475,52693337,52687000,52645752,52619247,52628368,52598543,52671599
1505894640,48701415,51155691,51522748,52698829,52692458,52651244,52624731,52633840,52604018,52677060
1505894700,48706412,51160863,51526807,52704308,52697919,52656734,52630204,52639312,52609493,52682515
1505894760,48711425,51166042,51531037,52709800,52703381,52662227,52635683,52644783,52614969,52687981
1505894820,48716433,51170974,51535392,52715289,52708848,52667719,52641161,52650256,52620437,52693449
1505894880,48721439,51175700,51539558,52720780,52714316,52673213,52646640,52655730,52625914,52698911
1505894940,48726440,51180785,51543222,52726274,52719786,52678698,52652115,52661206,52631391,52704377
1505895000,48731452,51185990,51547289,52731763,52725252,52684191,52657595,52666677,52636866,52709841
1505895060,48736468,51191124,51551328,52737252,52730702,52689681,52663065,52672140,52642343,52715296
1505895120,48741481,51196224,51555349,52742745,52736174,52695174,52668533,52677616,52647816,52720763
1505895180,48746497,51201425,51559312,52748238,52741645,52700666,52674011,52683083,52653289,52726227
1505895240,48751509,51206534,51563204,52753729,52747119,52706157,52679478,52688554,52658761,52731699
1505895300,48756519,51211713,51567451,52759220,52752589,52711645,52684956,52694027,52664232,52737181
1505895360,48761528,51217008,51571631,52764714,52758060,52717127,52690435,52699503,52669707,52742668
1505895420,48766549,51222261,51575820,52770197,52763533,52722620,52695914,52704983,52675182,52748152
1505895480,48771551,51227560,51580040,52775685,52769002,52728114,52701392,52710460,52680661,52753640
1505895540,48776553,51232888,51584350,52781180,52774474,52733609,52706874,52715949,52686136,52759126
1505895600,48781567,51238231,51588610,52786671,52779948,52739104,52712357,52721423,52691611,52764620
1505895660,48786580,51243426,51592807,52792163,52785422,52744597,52717840,52726912,52697088,52770111
1505895720,48791589,51248624,51596986,52797654,52790898,52750090,52723323,52732400,52702562,52775601
1505895780,48796575,51253731,51600942,52803143,52796372,52755583,52728793,52737885,52708036,52781093
1505895840,48801581,51259042,51605019,52808636,52801845,52761075,52734275,52743366,52713515,52786583
1505895900,48806593,51264336,51609069,52814129,52807320,52766568,52739756,52748840,52718994,52792059
1505895960,48811593,51269536,51613425,52819621,52812791,52772061,52745236,52754323,52724467,52797550
1505896020,48816591,51274699,51617715,52825099,52818261,52777553,52750715,52759809,52729941,52803040
1505896080,48821599,51280048,51621821,52830591,52823731,52783045,52756195,52765291,52735416,52808530
1505896140,48826604,51285272,51625873,52836084,52829204,52788538,52761678,52770767,52740887,52814022
1505896200,48831481,51290222,51629714,52841516,52834670,52794029,52767159,52776253,52746294,52819511
1505896260,48836184,51295224,51633657,52846699,52839771,52799319,52772630,52781736,52751449,52824683
1505896320,48841198,51299471,51637420,52852187,52845226,52804638,52777764,52786947,52756914,52830122
1505896380,48846210,51304167,51641281,52857679,52850696,52810132,52783225,52792346,52762388,52835612
1505896440,48851206,51308929,51645371,52863171,52856171,52815623,52788697,52797828,52767860,52841103
1505896500,48856224,51313982,51649443,52868661,52861645,52821113,52794182,52803311,52773317,52846592
1505896560,48861240,51319054,51653688,52874139,52867120,52826605,52799666,52808796,52778787,52852081
1505896620,48866255,51324019,51657719,52879627,52872596,52832092,52805137,52814277,52784259,52857566
1505896680,48871271,51328988,51662077,52885106,52878068,52837569,52810611,52819757,52789726,52863040
1505896740,48876280,51334116,51666374,52890596,52883543,52843060,52816092,52825234,52795192,52868516
1505896800,48881290,51339337,51670526,52896085,52889017,52848551,52821272,52830711,52800665,52874006
1505896860,48886302,51344553,51674766,52901573,52894492,52854042,52826745,52836187,52806138,52879496
1505896920,48891308,51349795,51679028,52907067,52899961,52859531,52832218,52841660,52811610,52884984
1505896980,48896319,51354978,51683364,52912553,52905431,52865023,52837700,52847138,52817086,52890472
1505897040,48901331,51360190,51687151,52918035,52910898,52870503,52843183,52852616,52822559,52895948
1505897100,48906346,51365366,51691046,52923523,52916368,52875988,52848670,52858092,52828038,52901435
1505897160,48911360,51370480,51695149,52929017,52921835,52881482,52854156,52863571,52833515,52906924
1505897220,48916364,51375575,51699283,52934510,52927303,52886975,52859640,52869058,52838992,52912417
1505897280,48921375,51380848,51703487,52939997,52932763,52892467,52865123,52874539,52844469,52917906
1505897340,48926376,51386177,51707428,52945486,52938219,52897957,52870603,52880018,52849945,52923395
1505897400,48931381,51391448,51711800,52950977,52943678,52903446,52876088,52885497,52855420,52928882
1505897460,48936387,51396628,51716012,52956468,52949135,52908937,52881570,52890969,52860889,52934370
1505897520,48941392,51401679,51720299,52961958,52954597,52914428,52887042,52896441,52866353,52939861
1505897580,48946399,51406850,51724469,52967449,52960057,52919916,52892517,52901917,52871827,52945348
1505897640,48951406,51411629,51728874,52972936,52965520,52925396,52897994,52907385,52877299,52950836
1505897700,48956418,51416452,51733206,52978428,52970981,52930883,52903480,52912855,52882758,52956328
1505897760,48961404,51421265,51737226,52983919,52976447,52936361,52908963,52918339,52888234,52961817
1505897820,48966413,51426065,51741307,52989411,52981903,52941855,52914445,52923824,52893712,52967308
1505897880,48971412,51431004,51745488,52994898,52987365,52947343,52919923,52929301,52899187,52972798
1505897940,48976417,51436335,51749607,53000378,52992837,52952833,52925406,52934772,52904661,52978291
1505898000,48981424,51441680,51753832,53005868,52998308,52958321,52930884,52940128,52910130,52983776
