time,rate
1429359300,26.9294
1429359600,28.9468
1429359900,28.1368
1429360200,38.9133
1429360500,40.8664
1429360800,37.8609
1429361100,30.7329
1429361400,29.1367
1429361700,29.2967
1429362000,29.8931
1429362300,30.7432
1429362600,32.8933
1429362900,31.5270
1429363200,30.9036
1429363500,32.1328
1429363800,32.2733
1429364100,32.6336
1429364400,32.6197
1429364700,33.2137
1429365000,32.6333
1429365300,31.8630
1429365600,34.3974
1429365900,30.1194
1429366200,33.6867
1429366500,36.6532
1429366800,35.0672
1429367100,36.6399
1429367400,39.4261
1429367700,38.4003
1429368000,36.3600
1429368300,37.0269
1429368600,37.5032
1429368900,37.1965
1429369200,39.1333
1429369500,39.8959
1429369800,36.6905
1429370100,37.6436
1429370400,37.6935
1429370700,37.9668
1429371000,38.5397
1429371300,39.6007
1429371600,36.9632
1429371900,37.3927
1429372200,37.6105
1429372500,37.9932
1429372800,40.6300
1429373100,41.9631
1429373400,38.6468
1429373700,40.9633
1429374000,43.0101
1429374300,44.4933
1429374600,45.9035
1429374900,40.1263
1429375200,44.9867
1429375500,44.6274
1429375800,45.2761
1429376100,47.2333
1429376400,55.4596
1429376700,46.2833
1429377000,45.6506
1429377300,45.0527
1429377600,40.9869
1429377900,40.6004
1429378200,46.2329
1429378500,43.8067
1429378800,41.7399
1429379100,41.6665
1429379400,40.3801
1429379700,40.7635
1429380000,50.5357
1429380300,41.4674
1429380600,41.2342
1429380900,41.1690
1429381200,41.5367
1429381500,42.2472
1429381800,44.3727
1429382100,40.7435
1429382400,37.1833
1429382700,37.7599
1429383000,39.8808
1429383300,38.5026
1429383600,46.9235
1429383900,48.8935
1429384200,46.2800
1429384500,45.3189
1429384800,43.9107
1429385100,42.5503
1429385400,42.1667
1429385700,41.4637
1429386000,39.7564
1429386300,39.7164
1429386600,39.5467
1429386900,39.5600
1429387200,38.9665
1429387500,41.5735
1429387800,41.2332
1429388100,39.0101
1429388400,40.5100
1429388700,39.6803
1429389000,38.5465
1429389300,38.6165
1429389600,38.2436
1429389900,37.5396
1429390200,38.8969
1429390500,37.3703
1429390800,37.2499
1429391100,36.7596
1429391400,37.5372
1429391700,36.3864
1429392000,34.2203
1429392300,36.0363
1429392600,35.9539
1429392900,36.1559
1429393200,37.2333
1429393500,37.1233
1429393800,35.8033
1429394100,33.9566
1429394400,32.6434
1429394700,29.1332
1429395000,28.4903
1429395300,30.9732
1429395600,31.4204
1429395900,30.8497
1429396200,31.5197
1429396500,31.3567
1429396800,31.8034
1429397100,32.2035
1429397400,30.0732
1429397700,31.5938
1429398000,30.1833
1429398300,30.7496
1429398600,33.7668
1429398900,35.6596
1429399200,32.6369
1429399500,32.9631
1429399800,33.6103
1429400100,35.9600
1429400400,36.9932
1429400700,35.3532
1429401000,34.5533
1429401300,35.4106
1429401600,33.3228
1429401900,35.1600
1429402200,35.0799
1429402500,35.0600
1429402800,35.0034
1429403100,34.5930
1429403400,35.2635
1429403700,37.6103
1429404000,34.7868
1429404300,36.6962
1429404600,34.8103
1429404900,34.4933
1429405200,34.6997
1429405500,33.6901
1429405800,35.0000
1429406100,35.1843
1429406400,34.4294
1429406700,34.6999
1429407000,33.9133
1429407300,34.4506
1429407600,34.3093
1429407900,35.5806
1429408200,33.5296
1429408500,31.6273
1429408800,31.8993
1429409100,32.7301
1429409400,32.7564
1429409700,33.2301
1429410000,32.7068
1429410300,31.7273
1429410600,32.0926
1429410900,31.9468
1429411200,30.1366
1429411500,30.8600
1429411800,30.7199
1429412100,29.4433
1429412400,28.6768
1429412700,29.0368
1429413000,28.0967
1429413300,30.2900
1429413600,31.2668
1429413900,28.7365
1429414200,28.8498
1429414500,27.4334
1429414800,29.3502
1429415100,30.1500
1429415400,29.1267
1429415700,28.4132
1429416000,26.9799
1429416300,26.7034
1429416600,26.7501
1429416900,26.3367
1429417200,26.2467
1429417500,26.2834
1429417800,25.4765
1429418100,25.4632
1429418400,25.1202
1429418700,24.8198
1429419000,24.4441
1429419300,22.5195
1429419600,22.6299
1429419900,22.4167
1429420200,23.8600
1429420500,23.2233
1429420800,23.4269
1429421100,23.2565
1429421400,21.4433
1429421700,22.0501
1429422000,23.7233
1429422300,23.9632
1429422600,23.6174
1429422900,23.8094
1429423200,23.1501
1429423500,22.8998
1429423800,23.4340
1429424100,23.8460
1429424400,23.4534
1429424700,22.0867
1429425000,21.7367
1429425300,21.2401
1429425600,22.4932
1429425900,21.4934
1429426200,22.2901
1429426500,20.7699
1429426800,21.2299
1429427100,22.0235
1429427400,21.1799
1429427700,22.1771
1429428000,21.5562
1429428300,21.0333
1429428600,21.8933
1429428900,21.4462
1429429200,21.9306
1429429500,21.0533
1429429800,20.4367
1429430100,20.8933
1429430400,20.9366
1429430700,21.3335
1429431000,21.1165
1429431300,21.4070
1429431600,21.1765
1429431900,21.4034
1429432200,21.4867
1429432500,21.2601
1429432800,21.9733
1429433100,22.7666
1429433400,21.3469
1429433700,21.0198
1429434000,21.3101
1429434300,20.3399
1429434600,20.9668
1429434900,21.0099
1429435200,20.9965
1429435500,20.9501
1429435800,20.0367
1429436100,20.6767
1429436400,21.4133
1429436700,21.6899
1429437000,22.0901
1429437300,21.9299
1429437600,20.7935
1429437900,22.0532
1429438200,22.2334
1429438500,24.0432
1429438800,23.4002
1429439100,23.5666
1429439400,22.9365
1429439700,23.1935
1429440000,22.9467
1429440300,23.7333
1429440600,23.3138
1429440900,23.6432
1429441200,23.8430
1429441500,23.4633
1429441800,23.0334
1429442100,24.7499
1429442400,24.2160
1429442700,26.3040
1429443000,25.1734
1429443300,25.9765
1429443600,25.8933
1429443900,26.2474
1429444200,25.6128
1429444500,25.6200
1429444800,26.5668
1429445100,25.4366
1429445400,25.8032
1429445700,26.3833
1429446000,26.1565
1429446300,27.5035
1429446600,28.6967
1429446900,29.9268
1429447200,30.4733
1429447500,30.1466
1429447800,31.1742
1429448100,29.7724
1429448400,30.1535
1429448700,31.4199
1429449000,30.9033
1429449300,31.4069
1429449600,31.1599
1429449900,31.0399
1429450200,31.5399
1429450500,32.9602
1429450800,32.0900
1429451100,41.5294
1429451400,39.8237
1429451700,37.2035
1429452000,35.8800
1429452300,37.6364
1429452600,36.5767
1429452900,35.2135
1429453200,34.4933
1429453500,37.9028
1429453800,36.9005
1429454100,36.5100
1429454400,35.7667
1429454700,35.1668
1429455000,36.9167
1429455300,38.5367
1429455600,38.3800
1429455900,39.6560
1429456200,36.6439
1429456500,37.3131
1429456800,37.0435
1429457100,37.0935
1429457400,37.4467
1429457700,37.7963
1429458000,37.0504
1429458300,37.2599
1429458600,37.2900
1429458900,38.1765
1429459200,36.7037
1429459500,36.5633
1429459800,36.3428
1429460100,36.6036
1429460400,37.3109
1429460700,38.2624
1429461000,37.1733
1429461300,38.2933
1429461600,37.3968
1429461900,37.6497
1429462200,37.9569
1429462500,39.6765
1429462800,40.8100
1429463100,41.7400
1429463400,40.4501
1429463700,41.2932
1429464000,38.4732
1429464300,38.4601
1429464600,40.3967
1429464900,39.4135
1429465200,37.4333
1429465500,36.7733
1429465800,36.6167
1429466100,37.8031
1429466400,37.2170
1429466700,38.5297
1429467000,37.1333
1429467300,36.4933
1429467600,37.7265
1429467900,38.7232
1429468200,40.0603
1429468500,40.2433
1429468800,39.7468
1429469100,40.2831
1429469400,41.1735
1429469700,40.4299
1429470000,51.3237
1429470300,52.8433
1429470600,50.5028
1429470900,49.1803
1429471200,47.5402
1429471500,45.1765
1429471800,46.6567
1429472100,45.5270
1429472400,45.4664
1429472700,46.3532
1429473000,43.9899
1429473300,43.6603
1429473600,44.2396
1429473900,42.9839
1429474200,43.9232
1429474500,45.0835
1429474800,45.2299
1429475100,43.2533
1429475400,40.0135
1429475700,40.4599
1429476000,40.0235
1429476300,39.7768
1429476600,39.1532
1429476900,40.1200
1429477200,37.6041
1429477500,38.7226
1429477800,38.0133
1429478100,38.1499
1429478400,37.0575
1429478700,39.3792
1429479000,38.2299
1429479300,38.3476
1429479600,38.2026
1429479900,38.8999
1429480200,39.2533
1429480500,37.4136
1429480800,36.4564
1429481100,31.7200
1429481400,34.3068
1429481700,37.1230
1429482000,37.0636
1429482300,36.5732
1429482600,36.3132
1429482900,36.0800
1429483200,36.2936
1429483500,35.5068
1429483800,36.7863
1429484100,34.8402
1429484400,33.3701
1429484700,34.0067
1429485000,36.2664
1429485300,37.3101
1429485600,37.1235
1429485900,37.4041
1429486200,37.7758
1429486500,38.5035
1429486800,36.9953
1429487100,39.8381
1429487400,38.2031
1429487700,37.2000
1429488000,36.6043
1429488300,38.9723
1429488600,39.3099
1429488900,40.3069
1429489200,39.2809
1429489500,38.4958
1429489800,40.0500
1429490100,40.1576
1429490400,38.4692
1429490700,38.7499
1429491000,36.8709
1429491300,37.0167
1429491600,37.6500
1429491900,38.0758
1429492200,38.4136
1429492500,38.7564
1429492800,37.5935
1429493100,37.5274
1429493400,36.8526
1429493700,35.7065
1429494000,37.1291
1429494300,37.1511
1429494600,35.4567
1429494900,33.4231
1429495200,33.8375
1429495500,32.8692
1429495800,33.0399
1429496100,34.8763
1429496400,32.9877
1429496700,32.8020
1429497000,32.7640
1429497300,33.0433
1429497600,31.8033
1429497900,31.1735
1429498200,31.1768
1429498500,31.3998
1429498800,30.3704
1429499100,30.0503
1429499400,30.1560
1429499700,30.7334
1429500000,31.0900
1429500300,29.5833
1429500600,30.9201
1429500900,28.9965
1429501200,28.8002
1429501500,29.3799
1429501800,28.9698
1429502100,27.7301
1429502400,25.8334
1429502700,26.3502
1429503000,28.0297
1429503300,27.0441
1429503600,26.6996
1429503900,24.5302
1429504200,24.6361
1429504500,23.8369
1429504800,23.5465
1429505100,24.1634
1429505400,23.0299
1429505700,23.8035
1429506000,22.8399
1429506300,23.8333
1429506600,23.3333
1429506900,23.5936
1429507200,21.2729
1429507500,21.3168
1429507800,23.7205
1429508100,24.0362
1429508400,22.6564
1429508700,23.1335
1429509000,22.9900
1429509300,23.9633
1429509600,23.3733
1429509900,23.6499
1429510200,23.2567
1429510500,22.9700
1429510800,21.9301
1429511100,22.2061
1429511400,23.8039
1429511700,22.4101
1429512000,23.1499
1429512300,23.3700
1429512600,22.3034
1429512900,22.5801
1429513200,22.8398
1429513500,21.8067
1429513800,22.2399
1429514100,21.8767
1429514400,20.6168
1429514700,21.0497
1429515000,21.4634
1429515300,20.7468
1429515600,21.7167
1429515900,21.3065
1429516200,20.5568
1429516500,20.2266
1429516800,20.2999
1429517100,20.5401
1429517400,21.6299
1429517700,21.5267
1429518000,20.0867
1429518300,19.5701
1429518600,21.4999
1429518900,20.1100
1429519200,20.2833
1429519500,19.6901
1429519800,20.4333
1429520100,20.2033
1429520400,21.8567
1429520700,20.8433
1429521000,20.6633
1429521300,20.8667
1429521600,19.4533
1429521900,20.6267
1429522200,20.6699
1429522500,21.1734
1429522800,22.8568
1429523100,21.7564
1429523400,21.6801
1429523700,20.6533
1429524000,21.0567
1429524300,21.6899
1429524600,21.4367
1429524900,21.6367
1429525200,21.5333
1429525500,21.9499
1429525800,21.9034
1429526100,22.9569
1429526400,22.7663
1429526700,22.9068
1429527000,23.6967
1429527300,24.6500
1429527600,25.7468
1429527900,24.9698
1429528200,23.9701
1429528500,25.4600
1429528800,26.2733
1429529100,26.3368
1429529400,26.3899
1429529700,27.4200
1429530000,28.2269
1429530300,26.0131
1429530600,27.9267
1429530900,28.3074
1429531200,28.7660
1429531500,29.2860
1429531800,29.4074
1429532100,31.4833
1429532400,30.2733
1429532700,30.5699
1429533000,31.9802
1429533300,33.1532
1429533600,32.5000
1429533900,34.2101
1429534200,33.2367
1429534500,33.7868
1429534800,33.6298
1429535100,33.8934
1429535400,35.4930
1429535700,34.8369
1429536000,35.6369
1429536300,35.6395
1429536600,36.0170
1429536900,36.3433
1429537200,37.4436
1429537500,37.9496
1429537800,38.2408
1429538100,41.1990
1429538400,41.5137
1429538700,38.3046
1429539000,37.7665
1429539300,39.2133
1429539600,37.9200
1429539900,39.5767
1429540200,39.6869
1429540500,38.6597
1429540800,39.1561
1429541100,40.2273
1429541400,39.7564
1429541700,37.9937
1429542000,39.2131
1429542300,39.2601
1429542600,39.1733
1429542900,39.7800
1429543200,37.3698
1429543500,36.6835
1429543800,38.7367
1429544100,42.0431
1429544400,43.9671
1429544700,43.2629
1429545000,46.1414
1429545300,48.2589
1429545600,47.6167
1429545900,47.9267
1429546200,49.8563
1429546500,49.4537
1429546800,50.9098
1429547100,46.8503
1429547400,47.7900
1429547700,47.9132
1429548000,48.0235
1429548300,49.0233
1429548600,45.4867
1429548900,46.9597
1429549200,43.9167
1429549500,45.7536
1429549800,46.6964
1429550100,45.5202
1429550400,44.2899
1429550700,45.1300
1429551000,46.7403
1429551300,46.2564
1429551600,44.9101
1429551900,46.2030
1429552200,43.4736
1429552500,43.4768
1429552800,43.9699
1429553100,44.6344
1429553400,44.1390
1429553700,44.7670
1429554000,44.4232
1429554300,45.1730
1429554600,45.2068
1429554900,45.6265
1429555200,45.4670
1429555500,44.1332
1429555800,43.5368
1429556100,41.8874
1429556400,55.2656
1429556700,59.1698
1429557000,55.0504
1429557300,53.0265
1429557600,50.8335
1429557900,50.4330
1429558200,53.4467
1429558500,53.8635
1429558800,51.5802
1429559100,49.3798
1429559400,49.0267
1429559700,48.1902
1429560000,49.0063
1429560300,49.6468
1429560600,48.0503
1429560900,47.6497
1429561200,46.5633
1429561500,46.1033
1429561800,44.6362
1429562100,46.8571
1429562400,45.9767
1429562700,44.4333
1429563000,43.5832
1429563300,44.6635
1429563600,44.3830
1429563900,43.8303
1429564200,45.9735
1429564500,43.2041
1429564800,43.2026
1429565100,43.9130
1429565400,43.8309
1429565700,44.2556
1429566000,45.4902
1429566300,45.5335
1429566600,45.6167
1429566900,43.4468
1429567200,40.9333
1429567500,36.6698
1429567800,35.7402
1429568100,38.2933
1429568400,39.9465
1429568700,39.7433
1429569000,37.7342
1429569300,38.0092
1429569600,38.3365
1429569900,38.5303
1429570200,39.5031
1429570500,40.4533
1429570800,39.6467
1429571100,40.0733
1429571400,42.7032
1429571700,42.8136
1429572000,43.5897
1429572300,42.2633
1429572600,42.1868
1429572900,40.8896
1429573200,44.1103
1429573500,43.7978
1429573800,42.2028
1429574100,41.9962
1429574400,38.8100
1429574700,42.3168
1429575000,42.6865
1429575300,43.6401
1429575600,44.5467
1429575900,47.2402
1429576200,45.9330
1429576500,46.1065
1429576800,44.3301
1429577100,42.5400
1429577400,44.5503
1429577700,42.9296
1429578000,43.9101
1429578300,43.6532
1429578600,43.0701
1429578900,43.2732
1429579200,43.4168
1429579500,43.4767
1429579800,42.6165
1429580100,43.1503
1429580400,41.9331
1429580700,42.8065
1429581000,43.8300
1429581300,42.7570
1429581600,42.5565
1429581900,43.0135
1429582200,43.0400
1429582500,42.9468
1429582800,41.5400
1429583100,41.0700
1429583400,40.4265
1429583700,42.3943
1429584000,42.2326
1429584300,41.7164
1429584600,40.5440
1429584900,39.6892
1429585200,37.9165
1429585500,39.2736
1429585800,40.1200
1429586100,41.7867
1429586400,40.7997
1429586700,40.1897
1429587000,39.6705
1429587300,39.0664
1429587600,38.6672
1429587900,39.8629
1429588200,37.2767
1429588500,35.3265
1429588800,36.4335
1429589100,35.7665
1429589400,35.8937
1429589700,33.7163
1429590000,34.8271
1429590300,33.4998
1429590600,33.9933
1429590900,33.2807
1429591200,32.8959
1429591500,32.2308
1429591800,31.4023
1429592100,30.1773
1429592400,30.2700
1429592700,32.2965
1429593000,30.9101
1429593300,30.2066
1429593600,30.8034
1429593900,28.1327
1429594200,29.8205
1429594500,29.6467
1429594800,29.2800
1429595100,30.4502
1429595400,29.4699
1429595700,29.6568
1429596000,28.4299
1429596300,28.2173
1429596600,28.2061
1429596900,28.4699
1429597200,26.0768
1429597500,25.9066
1429597800,28.2168
1429598100,28.2266
1429598400,29.3400
1429598700,28.8466
1429599000,28.3466
1429599300,27.1603
1429599600,26.2466
1429599900,25.9233
1429600200,26.0633
1429600500,27.4434
1429600800,26.9072
1429601100,25.3561
1429601400,26.1168
1429601700,25.8499
1429602000,25.9966
1429602300,27.2902
1429602600,25.5365
1429602900,26.4104
1429603200,24.8598
1429603500,25.7066
1429603800,25.5068
1429604100,25.9199
1429604400,26.2037
1429604700,23.6334
1429605000,26.4334
1429605300,25.3196
1429605600,25.0172
1429605900,24.8664
1429606200,27.1331
1429606500,26.5806
1429606800,26.2628
1429607100,26.9432
1429607400,25.4800
1429607700,25.5433
1429608000,26.0105
1429608300,27.1025
1429608600,27.0169
1429608900,28.4066
1429609200,28.6332
1429609500,28.8634
1429609800,29.5033
1429610100,29.3468
1429610400,29.2566
1429610700,28.4200
1429611000,28.0336
1429611300,29.4698
1429611600,29.1732
1429611900,29.2733
1429612200,28.8568
1429612500,27.7900
1429612800,29.0197
1429613100,28.6736
1429613400,28.9332
1429613700,28.1102
1429614000,29.0799
1429614300,28.4932
1429614600,30.5365
1429614900,30.6201
1429615200,31.0900
1429615500,31.5001
1429615800,32.4101
1429616100,32.3634
1429616400,32.6105
1429616700,32.9495
1429617000,33.3164
1429617300,33.8534
1429617600,33.5863
1429617900,34.6470
1429618200,35.5965
1429618500,36.4967
1429618800,37.1735
1429619100,36.6598
1429619400,39.6568
1429619700,38.9167
1429620000,39.2033
1429620300,41.8901
1429620600,42.4967
1429620900,42.7467
1429621200,42.7800
1429621500,42.0633
1429621800,40.5181
1429622100,41.2844
1429622400,45.2467
1429622700,43.8322
1429623000,43.6101
1429623300,45.9505
1429623600,42.7572
1429623900,46.4757
1429624200,45.3533
1429624500,44.2064
1429624800,43.0635
1429625100,44.4033
1429625400,45.9368
1429625700,45.7465
1429626000,46.3133
1429626300,45.3267
1429626600,46.0900
1429626900,45.3002
1429627200,45.6529
1429627500,45.0438
1429627800,44.8965
1429628100,43.5632
1429628400,45.3302
1429628700,44.3499
1429629000,43.5601
1429629300,42.7733
1429629600,42.0468
1429629900,41.4767
1429630200,44.0623
1429630500,46.4208
1429630800,48.4302
1429631100,46.2098
1429631400,44.9902
1429631700,45.5798
1429632000,45.3970
1429632300,41.8235
1429632600,41.5363
1429632900,36.3536
1429633200,37.2932
1429633500,38.1436
1429633800,40.3265
1429634100,37.8331
1429634400,38.7069
1429634700,42.8067
1429635000,42.4764
1429635300,40.9033
1429635600,42.0700
1429635900,41.6271
1429636200,26.4130
1429636500,25.7868
1429636800,36.6963
1429637100,44.9700
1429637400,43.5936
1429637700,45.6429
1429638000,44.8601
1429638300,45.8502
1429638600,44.3900
1429638900,44.4870
1429639200,45.9227
1429639500,47.5470
1429639800,46.2202
1429640100,46.8329
1429640400,46.4635
1429640700,46.9470
1429641000,48.1030
1429641300,49.8438
1429641600,51.0240
1429641900,51.8193
1429642200,53.4409
1429642500,54.6852
1429642800,63.8069
1429643100,63.5896
1429643400,61.2506
1429643700,59.3863
1429644000,58.5700
1429644300,58.6402
1429644600,57.3331
1429644900,56.2535
1429645200,53.6298
1429645500,54.7872
1429645800,52.1365
1429646100,52.0702
1429646400,53.9968
1429646700,49.2828
1429647000,49.4145
1429647300,50.6720
1429647600,51.7568
1429647900,50.8028
1429648200,49.2002
1429648500,49.5470
1429648800,49.7630
1429649100,48.7070
1429649400,49.2198
1429649700,49.2335
1429650000,47.5597
1429650300,47.7806
1429650600,47.5302
1429650900,49.5163
1429651200,48.8665
1429651500,48.2137
1429651800,48.8862
1429652100,46.4438
1429652400,46.7530
1429652700,46.5164
1429653000,48.3076
1429653300,47.9997
1429653600,42.3001
1429653900,41.5263
1429654200,42.3129
1429654500,45.5236
1429654800,45.0706
1429655100,46.5664
1429655400,44.3464
1429655700,44.8168
1429656000,43.6146
1429656300,42.9820
1429656600,43.5564
1429656900,41.8204
1429657200,43.6735
1429657500,44.2732
1429657800,44.8465
1429658100,44.4599
1429658400,45.0036
1429658700,44.2100
1429659000,44.8967
1429659300,46.4208
1429659600,47.0425
1429659900,47.9565
1429660200,48.6702
1429660500,47.4667
1429660800,46.2946
1429661100,45.0947
1429661400,47.4763
1429661700,47.2435
1429662000,46.2627
1429662300,46.8603
1429662600,48.5967
1429662900,48.2227
1429663200,48.9772
1429663500,47.5632
1429663800,47.0133
1429664100,45.1100
1429664400,45.0102
1429664700,47.0832
1429665000,47.7771
1429665300,46.8233
1429665600,45.0761
1429665900,43.1907
1429666200,43.3336
1429666500,44.2727
1429666800,44.2373
1429667100,43.5726
1429667400,42.7929
1429667700,42.3569
1429668000,42.6768
1429668300,42.8906
1429668600,42.4154
1429668900,43.4443
1429669200,41.7062
1429669500,42.7419
1429669800,40.3016
1429670100,41.0761
1429670400,41.7833
1429670700,41.1932
1429671000,40.5471
1429671300,37.0933
1429671600,38.2441
1429671900,37.8724
1429672200,38.0268
1429672500,37.6699
1429672800,37.0733
1429673100,34.8034
1429673400,35.5264
1429673700,36.5041
1429674000,35.8927
1429674300,37.1316
1429674600,36.8684
1429674900,35.8835
1429675200,34.8671
1429675500,33.8133
1429675800,33.4161
1429676100,32.8932
1429676400,31.7801
1429676700,32.7801
1429677000,31.4065
1429677300,31.1001
1429677600,31.0934
1429677900,29.0232
1429678200,28.5468
1429678500,28.4430
1429678800,27.1201
1429679100,28.6603
1429679400,28.1729
1429679700,29.3771
1429680000,30.0933
1429680300,29.5265
1429680600,28.5669
1429680900,28.7462
1429681200,28.7502
1429681500,27.5167
1429681800,26.8868
1429682100,27.1106
1429682400,27.7928
1429682700,27.6401
1429683000,28.0732
1429683300,27.2034
1429683600,28.3533
1429683900,26.2832
1429684200,27.1867
1429684500,27.1559
1429684800,25.5673
1429685100,25.7533
1429685400,25.0233
1429685700,24.7534
1429686000,25.7936
1429686300,26.3531
1429686600,24.2065
1429686900,25.8007
1429687200,27.0196
1429687500,26.5233
1429687800,27.7596
1429688100,26.6631
1429688400,26.9970
1429688700,27.1835
1429689000,27.1264
1429689300,27.1334
1429689600,25.8666
1429689900,26.8373
1429690200,25.1627
1429690500,26.3334
1429690800,25.1968
1429691100,23.8098
1429691400,23.9769
1429691700,24.4831
1429692000,23.6319
1429692300,26.4266
1429692600,26.8368
1429692900,25.9533
1429693200,25.7966
1429693500,25.8734
1429693800,26.9799
1429694100,25.8834
1429694400,26.8498
1429694700,26.1233
1429695000,26.4007
1429695300,26.0694
1429695600,26.2239
1429695900,26.2834
1429696200,26.0260
1429696500,25.8334
1429696800,26.1003
1429697100,26.0199
1429697400,27.1497
1429697700,26.9739
1429698000,27.6361
1429698300,28.8699
1429698600,29.1533
1429698900,28.3869
1429699200,29.2932
1429699500,29.3467
1429699800,27.8002
1429700100,27.8631
1429700400,28.1301
1429700700,30.4200
1429701000,29.7999
1429701300,30.7534
1429701600,31.2100
1429701900,31.3334
1429702200,31.5129
1429702500,32.0603
1429702800,32.7401
1429703100,33.8398
1429703400,32.0634
1429703700,33.7033
1429704000,32.2970
1429704300,31.9597
1429704600,32.4774
1429704900,33.5292
1429705200,34.3832
1429705500,35.3300
1429705800,36.2565
1429706100,35.4402
1429706400,36.0499
1429706700,36.3107
1429707000,36.2532
1429707300,37.0328
1429707600,35.1765
1429707900,35.9264
1429708200,36.8538
1429708500,37.8497
1429708800,37.1067
1429709100,37.8836
1429709400,37.1996
1429709700,38.8533
1429710000,38.7768
1429710300,38.9000
1429710600,38.6468
1429710900,38.1108
1429711200,37.4193
1429711500,38.7432
1429711800,41.7301
1429712100,43.3733
1429712400,43.9400
1429712700,40.5833
1429713000,41.4168
1429713300,41.4700
1429713600,42.6532
1429713900,41.9668
1429714200,41.3206
1429714500,39.3259
1429714800,40.4937
1429715100,41.1731
1429715400,43.3599
1429715700,42.8804
1429716000,41.7332
1429716300,41.9499
1429716600,43.0197
1429716900,41.7468
1429717200,40.8871
1429717500,43.2064
1429717800,43.0130
1429718100,41.7101
1429718400,41.9169
1429718700,41.3265
1429719000,41.8233
1429719300,42.5001
1429719600,45.6765
1429719900,44.0533
1429720200,42.9600
1429720500,43.4767
1429720800,42.8601
1429721100,43.8668
1429721400,44.6199
1429721700,44.1699
1429722000,44.0064
1429722300,43.8335
1429722600,44.1001
1429722900,44.4433
1429723200,44.6400
1429723500,42.3401
1429723800,43.9265
1429724100,45.5498
1429724400,45.6167
1429724700,46.2902
1429725000,44.4833
1429725300,44.6104
1429725600,44.7897
1429725900,44.0038
1429726200,43.0696
1429726500,44.5730
1429726800,45.5736
1429727100,47.4595
1429727400,47.4306
1429727700,47.4692
1429728000,50.7108
1429728300,53.0496
1429728600,55.1965
1429728900,53.5837
1429729200,66.9913
1429729500,68.5989
1429729800,66.2911
1429730100,63.1654
1429730400,61.4077
1429730700,59.2123
1429731000,61.8598
1429731300,57.6335
1429731600,55.1165
1429731900,57.0169
1429732200,56.7965
1429732500,55.1737
1429732800,60.0061
1429733100,56.5002
1429733400,59.2361
1429733700,58.8408
1429734000,55.3367
1429734300,55.0165
1429734600,56.9700
1429734900,52.0802
1429735200,48.5767
1429735500,45.9964
1429735800,49.0837
1429736100,49.4932
1429736400,48.9600
1429736700,50.4402
1429737000,47.9965
1429737300,46.8035
1429737600,45.1429
1429737900,44.2138
1429738200,46.7100
1429738500,47.9765
1429738800,44.0733
1429739100,45.8898
1429739400,43.1968
1429739700,43.0532
1429740000,39.6167
1429740300,38.7233
1429740600,40.3275
1429740900,39.4095
1429741200,40.3741
1429741500,40.3992
1429741800,39.8675
1429742100,38.7667
1429742400,40.7265
1429742700,41.6499
1429743000,42.4489
1429743300,40.2569
1429743600,40.2940
1429743900,41.8594
1429744200,43.4399
1429744500,44.9239
1429744800,45.2227
1429745100,44.6901
1429745400,43.7965
1429745700,43.9235
1429746000,43.4567
1429746300,46.3398
1429746600,47.3611
1429746900,47.9292
1429747200,45.7770
1429747500,45.8129
1429747800,46.0267
1429748100,45.8505
1429748400,49.2772
1429748700,48.1122
1429749000,46.4302
1429749300,47.7935
1429749600,49.1440
1429749900,46.1594
1429750200,38.4367
1429750500,38.1099
1429750800,36.0965
1429751100,34.6634
1429751400,35.1401
1429751700,37.4233
1429752000,35.9431
1429752300,37.0669
1429752600,35.9971
1429752900,33.4731
1429753200,34.7297
1429753500,34.2399
1429753800,35.8470
1429754100,34.3600
1429754400,33.3500
1429754700,33.6964
1429755000,34.9333
1429755300,33.1936
1429755600,33.8599
1429755900,32.7368
1429756200,33.4366
1429756500,32.5601
1429756800,32.7299
1429757100,34.2768
1429757400,33.2899
1429757700,32.0300
1429758000,30.8233
1429758300,30.2139
1429758600,31.3732
1429758900,31.6560
1429759200,31.3200
1429759500,30.9235
1429759800,30.8332
1429760100,31.4700
1429760400,30.8599
1429760700,29.9668
1429761000,30.0299
1429761300,29.6165
1429761600,29.0070
1429761900,30.6633
1429762200,29.4901
1429762500,27.4232
1429762800,26.7568
1429763100,27.2533
1429763400,27.2532
1429763700,25.8699
1429764000,26.7768
1429764300,25.3132
1429764600,26.0533
1429764900,26.2199
1429765200,24.7433
1429765500,25.4068
1429765800,25.6066
1429766100,25.9636
1429766400,25.1999
1429766700,25.0533
1429767000,25.9032
1429767300,26.9432
1429767600,25.8836
1429767900,27.5500
1429768200,26.6999
1429768500,25.3968
1429768800,24.7198
1429769100,26.9468
1429769400,27.6900
1429769700,26.9299
1429770000,27.7101
1429770300,26.2666
1429770600,27.1734
1429770900,25.9633
1429771200,26.1332
1429771500,26.3733
1429771800,26.7967
1429772100,27.9468
1429772400,27.8031
1429772700,27.0568
1429773000,25.4038
1429773300,26.5896
1429773600,26.6670
1429773900,25.6096
1429774200,25.6232
1429774500,25.1033
1429774800,26.5099
1429775100,25.0634
1429775400,25.1600
1429775700,25.0067
1429776000,24.4900
1429776300,24.3267
1429776600,24.4172
1429776900,24.1728
1429777200,24.4700
1429777500,25.6535
1429777800,26.0166
1429778100,25.0734
1429778400,26.0832
1429778700,24.5167
