,171880/bpf`syscall`count`sys_accept,171880/bpf`syscall`count`sys_accept4,171880/bpf`syscall`count`sys_access,171880/bpf`syscall`count`sys_alarm,171880/bpf`syscall`count`sys_arch_prctl,171880/bpf`syscall`count`sys_bind,171880/bpf`syscall`count`sys_brk,171880/bpf`syscall`count`sys_capget,171880/bpf`syscall`count`sys_capset,171880/bpf`syscall`count`sys_chdir,171880/bpf`syscall`count`sys_chmod,171880/bpf`syscall`count`sys_chown,171880/bpf`syscall`count`sys_chroot,171880/bpf`syscall`count`sys_clock_adjtime,171880/bpf`syscall`count`sys_clock_getres,171880/bpf`syscall`count`sys_clock_gettime,171880/bpf`syscall`count`sys_clone,171880/bpf`syscall`count`sys_close,171880/bpf`syscall`count`sys_connect,171880/bpf`syscall`count`sys_dup,171880/bpf`syscall`count`sys_dup2,171880/bpf`syscall`count`sys_dup3,171880/bpf`syscall`count`sys_epoll_create,171880/bpf`syscall`count`sys_epoll_create1,171880/bpf`syscall`count`sys_epoll_ctl,171880/bpf`syscall`count`sys_epoll_wait,171880/bpf`syscall`count`sys_eventfd2,171880/bpf`syscall`count`sys_execve,171880/bpf`syscall`count`sys_faccessat,171880/bpf`syscall`count`sys_fadvise64,171880/bpf`syscall`count`sys_fchdir,171880/bpf`syscall`count`sys_fchmod,171880/bpf`syscall`count`sys_fchmodat,171880/bpf`syscall`count`sys_fchown,171880/bpf`syscall`count`sys_fcntl,171880/bpf`syscall`count`sys_fstatfs,171880/bpf`syscall`count`sys_fsync,171880/bpf`syscall`count`sys_ftruncate,171880/bpf`syscall`count`sys_futex,171880/bpf`syscall`count`sys_getcwd,171880/bpf`syscall`count`sys_getdents,171880/bpf`syscall`count`sys_getdents64,171880/bpf`syscall`count`sys_getegid,171880/bpf`syscall`count`sys_geteuid,171880/bpf`syscall`count`sys_getgid,171880/bpf`syscall`count`sys_getgroups,171880/bpf`syscall`count`sys_getpeername,171880/bpf`syscall`count`sys_getpgid,171880/bpf`syscall`count`sys_getpgrp,171880/bpf`syscall`count`sys_getpid,171880/bpf`syscall`count`sys_getppid,171880/bpf`syscall`count`sys_getpriority,171880/bpf`syscall`count`sys_getresgid,171880/bpf`syscall`count`sys_getresuid,171880/bpf`syscall`count`sys_getrlimit,171880/bpf`syscall`count`sys_getrusage,171880/bpf`syscall`count`sys_getsid,171880/bpf`syscall`count`sys_getsockname,171880/bpf`syscall`count`sys_getsockopt,171880/bpf`syscall`count`sys_gettid,171880/bpf`syscall`count`sys_gettimeofday,171880/bpf`syscall`count`sys_getuid,171880/bpf`syscall`count`sys_inotify_add_watch,171880/bpf`syscall`count`sys_ioctl,171880/bpf`syscall`count`sys_ioprio_get,171880/bpf`syscall`count`sys_kcmp,171880/bpf`syscall`count`sys_keyctl,171880/bpf`syscall`count`sys_kill,171880/bpf`syscall`count`sys_listen,171880/bpf`syscall`count`sys_lseek,171880/bpf`syscall`count`sys_madvise,171880/bpf`syscall`count`sys_mkdir,171880/bpf`syscall`count`sys_mknod,171880/bpf`syscall`count`sys_mmap,171880/bpf`syscall`count`sys_mount,171880/bpf`syscall`count`sys_mprotect,171880/bpf`syscall`count`sys_mremap,171880/bpf`syscall`count`sys_munmap,171880/bpf`syscall`count`sys_name_to_handle_at,171880/bpf`syscall`count`sys_nanosleep,171880/bpf`syscall`count`sys_newfstatat,171880/bpf`syscall`count`sys_open,171880/bpf`syscall`count`sys_openat,171880/bpf`syscall`count`sys_pause,171880/bpf`syscall`count`sys_perf_event_open,171880/bpf`syscall`count`sys_pipe,171880/bpf`syscall`count`sys_pipe2,171880/bpf`syscall`count`sys_poll,171880/bpf`syscall`count`sys_ppoll,171880/bpf`syscall`count`sys_prctl,171880/bpf`syscall`count`sys_pselect6,171880/bpf`syscall`count`sys_read,171880/bpf`syscall`count`sys_readlink,171880/bpf`syscall`count`sys_readlinkat,171880/bpf`syscall`count`sys_readv,171880/bpf`syscall`count`sys_recvfrom,171880/bpf`syscall`count`sys_recvmsg,171880/bpf`syscall`count`sys_rename,171880/bpf`syscall`count`sys_rmdir,171880/bpf`syscall`count`sys_rt_sigaction,171880/bpf`syscall`count`sys_rt_sigprocmask,171880/bpf`syscall`count`sys_rt_sigreturn,171880/bpf`syscall`count`sys_rt_sigsuspend,171880/bpf`syscall`count`sys_sched_getaffinity,171880/bpf`syscall`count`sys_sched_getparam,171880/bpf`syscall`count`sys_sched_getscheduler,171880/bpf`syscall`count`sys_sched_setaffinity,171880/bpf`syscall`count`sys_sched_yield,171880/bpf`syscall`count`sys_select,171880/bpf`syscall`count`sys_semctl,171880/bpf`syscall`count`sys_semop,171880/bpf`syscall`count`sys_sendmmsg,171880/bpf`syscall`count`sys_sendmsg,171880/bpf`syscall`count`sys_sendto,171880/bpf`syscall`count`sys_set_robust_list,171880/bpf`syscall`count`sys_set_tid_address,171880/bpf`syscall`count`sys_setfsgid,171880/bpf`syscall`count`sys_setfsuid,171880/bpf`syscall`count`sys_setgid,171880/bpf`syscall`count`sys_setgroups,171880/bpf`syscall`count`sys_setpgid,171880/bpf`syscall`count`sys_setpriority,171880/bpf`syscall`count`sys_setregid,171880/bpf`syscall`count`sys_setresgid,171880/bpf`syscall`count`sys_setresuid,171880/bpf`syscall`count`sys_setreuid,171880/bpf`syscall`count`sys_setrlimit,171880/bpf`syscall`count`sys_setsid,171880/bpf`syscall`count`sys_setsockopt,171880/bpf`syscall`count`sys_setuid,171880/bpf`syscall`count`sys_shutdown,171880/bpf`syscall`count`sys_sigaltstack,171880/bpf`syscall`count`sys_socket,171880/bpf`syscall`count`sys_socketpair,171880/bpf`syscall`count`sys_statfs,171880/bpf`syscall`count`sys_symlink,171880/bpf`syscall`count`sys_sysinfo,171880/bpf`syscall`count`sys_timerfd_settime,171880/bpf`syscall`count`sys_times,171880/bpf`syscall`count`sys_umask,171880/bpf`syscall`count`sys_umount,171880/bpf`syscall`count`sys_unlink,171880/bpf`syscall`count`sys_unlinkat,171880/bpf`syscall`count`sys_unshare,171880/bpf`syscall`count`sys_utime,171880/bpf`syscall`count`sys_utimensat,171880/bpf`syscall`count`sys_vfork,171880/bpf`syscall`count`sys_wait4,171880/bpf`syscall`count`sys_waitid,171880/bpf`syscall`count`sys_write,171880/bpf`syscall`count`sys_writev
1505743920,18513.0000,419.0000,6398580.0000,55984.0000,1085720.0000,10668.0000,3173765.0000,,,185860.0000,201.0000,14.0000,2799.0000,197.0000,2559.0000,228514461.0000,418892.0000,528135389.0000,81169.0000,4765.0000,1171676.0000,5.0000,505.0000,26.0000,4500128.0000,7166947.0000,16.0000,1097086.0000,7363.0000,58215.0000,129649.0000,241.0000,24.0000,26.0000,6936647.0000,6896.0000,2726.0000,12122.0000,2714413.0000,90526.0000,1173654.0000,2638.0000,855630.0000,1577161.0000,857862.0000,13380.0000,20880.0000,62.0000,26692.0000,514219.0000,514136.0000,2159.0000,63.0000,63.0000,321295.0000,7283.0000,17.0000,31937.0000,72600.0000,4466.0000,159229231.0000,883901.0000,314710.0000,4982443.0000,,262.0000,3.0000,925976.0000,,8050469.0000,4510.0000,1186.0000,15.0000,17101680.0000,1.0000,9305223.0000,66428.0000,1741516.0000,39.0000,486635.0000,56432.0000,282742582.0000,107672.0000,39.0000,33.0000,1598263.0000,52438.0000,4156415.0000,6341.0000,1888.0000,8936054.0000,3925533.0000,2920.0000,205436.0000,,69604404.0000,479681.0000,2024.0000,268.0000,10554955.0000,3634478.0000,400760.0000,79.0000,2394.0000,,,239186.0000,303445563.0000,458258.0000,6601.0000,48603.0000,1296.0000,99687.0000,61529676.0000,263374.0000,234010.0000,12.0000,12.0000,3198.0000,7907.0000,52.0000,368.0000,10.0000,4982.0000,5184.0000,3.0000,6172.0000,248461.0000,44346.0000,3198.0000,155.0000,13370.0000,93541.0000,156391.0000,482502.0000,91.0000,15948.0000,13563205.0000,97.0000,6078.0000,1.0000,2863.0000,215.0000,,1799.0000,418.0000,746037.0000,2111008.0000,21921.0000,13189859.0000,983845.0000
1505743980,18516.0000,419.0000,6401513.0000,55993.0000,1086208.0000,10670.0000,3175447.0000,,,185868.0000,201.0000,14.0000,2800.0000,197.0000,2559.0000,228547593.0000,419076.0000,528367019.0000,81208.0000,4773.0000,1172218.0000,5.0000,505.0000,26.0000,4500767.0000,7168114.0000,16.0000,1097580.0000,7364.0000,58242.0000,129649.0000,241.0000,24.0000,26.0000,6937817.0000,6897.0000,2726.0000,12125.0000,2714416.0000,90556.0000,1174201.0000,2650.0000,856043.0000,1577896.0000,858276.0000,13386.0000,20888.0000,62.0000,26705.0000,514447.0000,514364.0000,2160.0000,63.0000,63.0000,321435.0000,7286.0000,17.0000,31947.0000,72614.0000,4468.0000,159239880.0000,884328.0000,314755.0000,4983357.0000,,262.0000,3.0000,925985.0000,,8052406.0000,4510.0000,1186.0000,15.0000,17109785.0000,1.0000,9309661.0000,66439.0000,1742256.0000,39.0000,486702.0000,56440.0000,282869444.0000,107674.0000,39.0000,33.0000,1598519.0000,52457.0000,4156686.0000,6344.0000,1888.0000,8937221.0000,3925536.0000,2938.0000,205439.0000,,69606104.0000,479754.0000,2025.0000,268.0000,10559764.0000,3635641.0000,400928.0000,79.0000,2395.0000,,,239289.0000,303476471.0000,458335.0000,6605.0000,48603.0000,1300.0000,99701.0000,61530453.0000,263504.0000,234119.0000,12.0000,12.0000,3200.0000,7911.0000,52.0000,369.0000,10.0000,4984.0000,5186.0000,3.0000,6188.0000,248570.0000,44359.0000,3200.0000,155.0000,13378.0000,93583.0000,156414.0000,482720.0000,91.0000,15958.0000,13565287.0000,97.0000,6083.0000,1.0000,2864.0000,215.0000,,1799.0000,418.0000,746140.0000,2111417.0000,21924.0000,13191244.0000,983982.0000
1505744040,18519.0000,419.0000,6404304.0000,55999.0000,1086682.0000,10672.0000,3176917.0000,,,185870.0000,201.0000,14.0000,2801.0000,197.0000,2565.0000,228580030.0000,419247.0000,528597630.0000,81243.0000,4778.0000,1172735.0000,5.0000,505.0000,26.0000,4501401.0000,7169092.0000,16.0000,1098059.0000,7365.0000,58268.0000,129649.0000,241.0000,24.0000,26.0000,6938929.0000,6898.0000,2726.0000,12129.0000,2714416.0000,90577.0000,1174622.0000,2662.0000,856420.0000,1578587.0000,858654.0000,13392.0000,20895.0000,62.0000,26717.0000,514671.0000,514588.0000,2160.0000,63.0000,63.0000,321555.0000,7288.0000,17.0000,31956.0000,72628.0000,4470.0000,159251595.0000,884719.0000,314800.0000,4984235.0000,,262.0000,3.0000,925993.0000,,8054217.0000,4510.0000,1187.0000,15.0000,17117479.0000,1.0000,9313914.0000,66449.0000,1742909.0000,39.0000,486769.0000,56448.0000,282996364.0000,107676.0000,39.0000,33.0000,1598767.0000,52476.0000,4156967.0000,6345.0000,1888.0000,8938439.0000,3925536.0000,2947.0000,205440.0000,,69608511.0000,479822.0000,2025.0000,268.0000,10564472.0000,3636752.0000,401087.0000,79.0000,2396.0000,,,239391.0000,303512848.0000,458413.0000,6608.0000,48603.0000,1303.0000,99714.0000,61531941.0000,263629.0000,234226.0000,12.0000,12.0000,3201.0000,7914.0000,52.0000,369.0000,10.0000,4986.0000,5188.0000,3.0000,6188.0000,248676.0000,44369.0000,3201.0000,155.0000,13385.0000,93619.0000,156437.0000,482932.0000,91.0000,15966.0000,13567197.0000,97.0000,6085.0000,1.0000,2864.0000,215.0000,,1802.0000,418.0000,746242.0000,2111739.0000,21927.0000,13193298.0000,984118.0000
1505744100,18522.0000,419.0000,6406997.0000,56005.0000,1087146.0000,10674.0000,3178205.0000,,,185872.0000,201.0000,14.0000,2802.0000,197.0000,2575.0000,228613168.0000,419386.0000,528825667.0000,81282.0000,4780.0000,1173236.0000,5.0000,505.0000,26.0000,4502033.0000,7171526.0000,16.0000,1098528.0000,7365.0000,58294.0000,129649.0000,241.0000,24.0000,26.0000,6940021.0000,6899.0000,2726.0000,12135.0000,2714416.0000,90590.0000,1174868.0000,2672.0000,856789.0000,1579266.0000,859024.0000,13398.0000,20902.0000,62.0000,26727.0000,514891.0000,514808.0000,2160.0000,63.0000,63.0000,321669.0000,7289.0000,17.0000,31965.0000,72641.0000,4472.0000,159261631.0000,885104.0000,314845.0000,4985061.0000,,262.0000,3.0000,926000.0000,,8055098.0000,4510.0000,1187.0000,15.0000,17124861.0000,1.0000,9318013.0000,66459.0000,1743500.0000,39.0000,486841.0000,56456.0000,283120801.0000,107678.0000,39.0000,33.0000,1598985.0000,52493.0000,4157228.0000,6346.0000,1888.0000,8939681.0000,3925536.0000,2947.0000,205441.0000,,69609480.0000,479888.0000,2025.0000,268.0000,10569207.0000,3637760.0000,401214.0000,79.0000,2396.0000,,,239493.0000,303551414.0000,458491.0000,6611.0000,48603.0000,1308.0000,99726.0000,61532288.0000,263750.0000,234332.0000,12.0000,12.0000,3202.0000,7917.0000,52.0000,369.0000,10.0000,4988.0000,5190.0000,3.0000,6188.0000,248782.0000,44378.0000,3202.0000,155.0000,13391.0000,93658.0000,156460.0000,483141.0000,91.0000,15971.0000,13569061.0000,97.0000,6087.0000,1.0000,2864.0000,215.0000,,1807.0000,418.0000,746344.0000,2112056.0000,21930.0000,13196727.0000,984254.0000
1505744160,18529.0000,419.0000,6409821.0000,56046.0000,1087624.0000,10682.0000,3179618.0000,,,185881.0000,201.0000,14.0000,2806.0000,197.0000,2585.0000,228646232.0000,419562.0000,529055850.0000,81381.0000,4782.0000,1173767.0000,5.0000,508.0000,26.0000,4502694.0000,7177414.0000,16.0000,1099011.0000,7367.0000,58320.0000,129649.0000,241.0000,24.0000,26.0000,6941251.0000,6901.0000,2726.0000,12145.0000,2714416.0000,90606.0000,1175200.0000,2682.0000,857177.0000,1579971.0000,859413.0000,13404.0000,20909.0000,62.0000,26739.0000,515117.0000,515034.0000,2161.0000,63.0000,63.0000,321812.0000,7290.0000,17.0000,31980.0000,72655.0000,4474.0000,159271708.0000,885512.0000,314890.0000,4985942.0000,,262.0000,3.0000,926007.0000,,8056093.0000,4510.0000,1187.0000,15.0000,17132670.0000,1.0000,9322368.0000,66468.0000,1744162.0000,39.0000,486915.0000,56472.0000,283247335.0000,107680.0000,39.0000,33.0000,1599237.0000,52510.0000,4157519.0000,6347.0000,1888.0000,8940804.0000,3925539.0000,2949.0000,205453.0000,,69610486.0000,480014.0000,2027.0000,268.0000,10574157.0000,3639006.0000,401374.0000,79.0000,2397.0000,,,239595.0000,303583181.0000,458568.0000,6614.0000,48603.0000,1313.0000,99750.0000,61532688.0000,263884.0000,234444.0000,12.0000,12.0000,3207.0000,7924.0000,52.0000,370.0000,10.0000,4990.0000,5192.0000,3.0000,6207.0000,248889.0000,44392.0000,3207.0000,155.0000,13397.0000,93775.0000,156483.0000,483356.0000,91.0000,15978.0000,13571116.0000,97.0000,6090.0000,1.0000,2867.0000,215.0000,,1811.0000,418.0000,746446.0000,2112420.0000,21933.0000,13200197.0000,984390.0000
1505744220,18534.0000,419.0000,6412595.0000,56077.0000,1088098.0000,10686.0000,3181019.0000,,,185885.0000,201.0000,14.0000,2808.0000,197.0000,2595.0000,228680141.0000,419734.0000,529286121.0000,81433.0000,4784.0000,1174285.0000,5.0000,509.0000,26.0000,4503338.0000,7183292.0000,16.0000,1099490.0000,7368.0000,58346.0000,129649.0000,241.0000,24.0000,26.0000,6942394.0000,6903.0000,2728.0000,12154.0000,2714416.0000,90621.0000,1175498.0000,2692.0000,857557.0000,1580666.0000,859794.0000,13410.0000,20916.0000,62.0000,26751.0000,515341.0000,515258.0000,2161.0000,63.0000,63.0000,321935.0000,7291.0000,17.0000,31991.0000,72668.0000,4476.0000,159281749.0000,885908.0000,314935.0000,4986806.0000,,262.0000,3.0000,926014.0000,,8057037.0000,4512.0000,1187.0000,15.0000,17140286.0000,1.0000,9326604.0000,66479.0000,1744783.0000,39.0000,486988.0000,56488.0000,283373974.0000,107682.0000,39.0000,33.0000,1599486.0000,52527.0000,4157870.0000,6350.0000,1888.0000,8942285.0000,3925539.0000,2950.0000,205460.0000,,69611457.0000,480107.0000,2029.0000,268.0000,10579401.0000,3640410.0000,401533.0000,79.0000,2398.0000,,,239697.0000,303617635.0000,458646.0000,6617.0000,48603.0000,1318.0000,99769.0000,61533046.0000,264012.0000,234554.0000,12.0000,12.0000,3209.0000,7928.0000,52.0000,370.0000,10.0000,4992.0000,5194.0000,3.0000,6208.0000,248995.0000,44402.0000,3209.0000,155.0000,13403.0000,93831.0000,156506.0000,483571.0000,91.0000,15985.0000,13573073.0000,97.0000,6092.0000,1.0000,2867.0000,215.0000,,1818.0000,418.0000,746548.0000,2112690.0000,21936.0000,13205551.0000,984526.0000
1505744280,18537.0000,419.0000,6415368.0000,56089.0000,1088575.0000,10688.0000,3182425.0000,,,185889.0000,201.0000,14.0000,2809.0000,197.0000,2603.0000,228713985.0000,419906.0000,529518746.0000,81475.0000,4786.0000,1174802.0000,5.0000,509.0000,26.0000,4503971.0000,7186832.0000,16.0000,1099972.0000,7369.0000,58372.0000,129649.0000,241.0000,24.0000,26.0000,6943513.0000,6904.0000,2728.0000,12160.0000,2714416.0000,90637.0000,1175800.0000,2700.0000,857936.0000,1581363.0000,860174.0000,13416.0000,20923.0000,62.0000,26763.0000,515567.0000,515484.0000,2162.0000,63.0000,63.0000,322072.0000,7292.0000,17.0000,32000.0000,72682.0000,4478.0000,159291776.0000,886306.0000,314980.0000,4987662.0000,,262.0000,3.0000,926021.0000,,8057980.0000,4512.0000,1187.0000,15.0000,17147915.0000,1.0000,9330842.0000,66488.0000,1745421.0000,39.0000,487062.0000,56496.0000,283501943.0000,107684.0000,39.0000,33.0000,1599737.0000,52542.0000,4158310.0000,6351.0000,1888.0000,8943617.0000,3925541.0000,2952.0000,205464.0000,,69612439.0000,480180.0000,2029.0000,268.0000,10587128.0000,3643047.0000,401694.0000,79.0000,2399.0000,,,239800.0000,303666364.0000,458724.0000,6620.0000,48603.0000,1322.0000,99785.0000,61533403.0000,264139.0000,234663.0000,12.0000,12.0000,3211.0000,7932.0000,52.0000,371.0000,10.0000,4994.0000,5196.0000,3.0000,6224.0000,249103.0000,44412.0000,3211.0000,155.0000,13409.0000,93879.0000,156529.0000,483787.0000,91.0000,15992.0000,13574790.0000,97.0000,6096.0000,1.0000,2868.0000,215.0000,,1821.0000,418.0000,746651.0000,2112993.0000,21939.0000,13223509.0000,984663.0000
1505744340,18540.0000,419.0000,6418086.0000,56102.0000,1089042.0000,10690.0000,3183805.0000,,,185891.0000,201.0000,14.0000,2810.0000,197.0000,2611.0000,228746858.0000,420073.0000,529746336.0000,81514.0000,4788.0000,1175310.0000,5.0000,509.0000,26.0000,4504602.0000,7188767.0000,16.0000,1100444.0000,7370.0000,58398.0000,129649.0000,241.0000,24.0000,26.0000,6944604.0000,6905.0000,2728.0000,12166.0000,2714416.0000,90651.0000,1176092.0000,2708.0000,858310.0000,1582048.0000,860549.0000,13422.0000,20930.0000,62.0000,26775.0000,515788.0000,515705.0000,2162.0000,63.0000,63.0000,322191.0000,7293.0000,17.0000,32009.0000,72695.0000,4480.0000,159301789.0000,886695.0000,315025.0000,4988505.0000,,262.0000,3.0000,926028.0000,,8058902.0000,4512.0000,1187.0000,15.0000,17155359.0000,1.0000,9334979.0000,66498.0000,1746017.0000,39.0000,487135.0000,56504.0000,283626908.0000,107686.0000,39.0000,33.0000,1599983.0000,52557.0000,4158749.0000,6354.0000,1888.0000,8945058.0000,3925541.0000,2953.0000,205465.0000,,69613406.0000,480249.0000,2029.0000,268.0000,10592910.0000,3644741.0000,401855.0000,79.0000,2400.0000,,,239901.0000,303711159.0000,458802.0000,6623.0000,48603.0000,1326.0000,99797.0000,61533751.0000,264262.0000,234770.0000,12.0000,12.0000,3212.0000,7935.0000,52.0000,371.0000,10.0000,4996.0000,5198.0000,3.0000,6224.0000,249208.0000,44421.0000,3212.0000,155.0000,13415.0000,93918.0000,156552.0000,483999.0000,91.0000,15999.0000,13576580.0000,97.0000,6098.0000,1.0000,2868.0000,215.0000,,1826.0000,418.0000,746752.0000,2113257.0000,21942.0000,13231841.0000,984798.0000
1505744400,18544.0000,419.0000,6420837.0000,56110.0000,1089510.0000,10694.0000,3185188.0000,,,185895.0000,201.0000,14.0000,2812.0000,197.0000,2619.0000,228779958.0000,420242.0000,529973872.0000,81560.0000,4792.0000,1175824.0000,5.0000,509.0000,26.0000,4505234.0000,7191177.0000,16.0000,1100917.0000,7371.0000,58424.0000,129649.0000,241.0000,24.0000,26.0000,6945713.0000,6907.0000,2728.0000,12172.0000,2714416.0000,90666.0000,1176390.0000,2716.0000,858685.0000,1582735.0000,860926.0000,13428.0000,20943.0000,62.0000,26787.0000,516009.0000,515926.0000,2162.0000,63.0000,63.0000,322311.0000,7294.0000,17.0000,32027.0000,72710.0000,4482.0000,159311828.0000,887096.0000,315073.0000,4989349.0000,,262.0000,3.0000,926036.0000,,8059835.0000,4516.0000,1187.0000,15.0000,17162918.0000,1.0000,9339199.0000,66508.0000,1746635.0000,39.0000,487210.0000,56520.0000,283751807.0000,107688.0000,39.0000,33.0000,1600233.0000,52572.0000,4159040.0000,6357.0000,1888.0000,8946564.0000,3925541.0000,2955.0000,205467.0000,,69614383.0000,480327.0000,2029.0000,268.0000,10597917.0000,3646045.0000,402013.0000,79.0000,2401.0000,,,240002.0000,303751909.0000,458881.0000,6626.0000,48603.0000,1330.0000,99811.0000,61534106.0000,264388.0000,234878.0000,12.0000,12.0000,3214.0000,7941.0000,52.0000,371.0000,10.0000,5000.0000,5202.0000,3.0000,6224.0000,249314.0000,44432.0000,3214.0000,155.0000,13421.0000,93966.0000,156577.0000,484213.0000,91.0000,16006.0000,13578452.0000,97.0000,6102.0000,1.0000,2868.0000,215.0000,,1830.0000,418.0000,746854.0000,2113643.0000,21948.0000,13236080.0000,984934.0000
1505744460,18550.0000,419.0000,6423631.0000,56140.0000,1089985.0000,10700.0000,3186592.0000,,,185901.0000,201.0000,14.0000,2815.0000,197.0000,2629.0000,228813475.0000,420414.0000,530203963.0000,81633.0000,4794.0000,1176346.0000,5.0000,511.0000,26.0000,4505887.0000,7198100.0000,16.0000,1101397.0000,7372.0000,58450.0000,129649.0000,241.0000,24.0000,26.0000,6946888.0000,6908.0000,2728.0000,12180.0000,2714416.0000,90681.0000,1176722.0000,2726.0000,859068.0000,1583433.0000,861310.0000,13434.0000,20950.0000,62.0000,26799.0000,516233.0000,516150.0000,2162.0000,63.0000,63.0000,322436.0000,7295.0000,17.0000,32040.0000,72723.0000,4484.0000,159321900.0000,887495.0000,315118.0000,4990220.0000,,262.0000,3.0000,926043.0000,,8060797.0000,4516.0000,1187.0000,15.0000,17170613.0000,1.0000,9343480.0000,66518.0000,1747267.0000,39.0000,487283.0000,56528.0000,283878263.0000,107690.0000,39.0000,33.0000,1600483.0000,52589.0000,4159467.0000,6360.0000,1888.0000,8948179.0000,3925541.0000,2956.0000,205472.0000,,69615368.0000,480428.0000,2030.0000,268.0000,10602968.0000,3647351.0000,402172.0000,79.0000,2402.0000,,,240104.0000,303787225.0000,458960.0000,6629.0000,48603.0000,1335.0000,99827.0000,61534479.0000,264518.0000,234989.0000,12.0000,12.0000,3217.0000,7946.0000,52.0000,371.0000,10.0000,5002.0000,5204.0000,3.0000,6226.0000,249420.0000,44443.0000,3217.0000,155.0000,13427.0000,94047.0000,156600.0000,484428.0000,91.0000,16013.0000,13580286.0000,97.0000,6104.0000,1.0000,2869.0000,215.0000,,1835.0000,418.0000,746956.0000,2113980.0000,21951.0000,13240287.0000,985070.0000
1505744520,18554.0000,419.0000,6426375.0000,56164.0000,1090456.0000,10704.0000,3187982.0000,,,185905.0000,201.0000,14.0000,2817.0000,197.0000,2637.0000,228846762.0000,420583.0000,530432902.0000,81679.0000,4796.0000,1176860.0000,5.0000,512.0000,26.0000,4506526.0000,7198846.0000,16.0000,1101873.0000,7373.0000,58476.0000,129649.0000,241.0000,24.0000,26.0000,6948017.0000,6909.0000,2729.0000,12186.0000,2714416.0000,90696.0000,1177016.0000,2734.0000,859447.0000,1584125.0000,861690.0000,13440.0000,20957.0000,62.0000,26811.0000,516456.0000,516373.0000,2162.0000,63.0000,63.0000,322557.0000,7296.0000,17.0000,32051.0000,72737.0000,4486.0000,159331925.0000,887889.0000,315163.0000,4991070.0000,,262.0000,3.0000,926050.0000,,8061734.0000,4518.0000,1187.0000,15.0000,17178140.0000,1.0000,9347662.0000,66528.0000,1747883.0000,39.0000,487356.0000,56536.0000,284003539.0000,107692.0000,39.0000,33.0000,1600732.0000,52604.0000,4159906.0000,6363.0000,1888.0000,8949474.0000,3925541.0000,2957.0000,205476.0000,,69616337.0000,480515.0000,2031.0000,268.0000,10608572.0000,3648953.0000,402330.0000,79.0000,2403.0000,,,240206.0000,303822541.0000,459038.0000,6632.0000,48603.0000,1339.0000,99843.0000,61534834.0000,264643.0000,235097.0000,12.0000,12.0000,3219.0000,7950.0000,52.0000,371.0000,10.0000,5004.0000,5206.0000,3.0000,6227.0000,249526.0000,44453.0000,3219.0000,155.0000,13433.0000,94098.0000,156623.0000,484640.0000,91.0000,16020.0000,13582207.0000,97.0000,6106.0000,1.0000,2869.0000,215.0000,,1840.0000,418.0000,747058.0000,2114343.0000,21954.0000,13247574.0000,985206.0000
1505744580,18557.0000,419.0000,6429133.0000,56173.0000,1090929.0000,10706.0000,3189380.0000,,,185907.0000,201.0000,14.0000,2818.0000,197.0000,2647.0000,228880634.0000,420753.0000,530662912.0000,81722.0000,4798.0000,1177373.0000,5.0000,512.0000,26.0000,4507158.0000,7199774.0000,16.0000,1102351.0000,7374.0000,58502.0000,129649.0000,241.0000,24.0000,26.0000,6949120.0000,6910.0000,2729.0000,12191.0000,2714416.0000,90711.0000,1177312.0000,2744.0000,859824.0000,1584817.0000,862068.0000,13446.0000,20964.0000,62.0000,26823.0000,516680.0000,516597.0000,2162.0000,63.0000,63.0000,322678.0000,7297.0000,17.0000,32060.0000,72750.0000,4488.0000,159341944.0000,888282.0000,315208.0000,4991923.0000,,262.0000,3.0000,926057.0000,,8062663.0000,4520.0000,1187.0000,15.0000,17185696.0000,1.0000,9351865.0000,66537.0000,1748489.0000,39.0000,487429.0000,56544.0000,284129932.0000,107694.0000,39.0000,33.0000,1600980.0000,52621.0000,4160282.0000,6366.0000,1888.0000,8950513.0000,3925541.0000,2958.0000,205477.0000,,69617309.0000,480584.0000,2031.0000,268.0000,10615624.0000,3651263.0000,402489.0000,79.0000,2404.0000,,,240308.0000,303857795.0000,459116.0000,6635.0000,48603.0000,1344.0000,99855.0000,61535183.0000,264769.0000,235206.0000,12.0000,12.0000,3220.0000,7953.0000,52.0000,371.0000,10.0000,5006.0000,5208.0000,3.0000,6227.0000,249632.0000,44462.0000,3220.0000,155.0000,13439.0000,94141.0000,156646.0000,484855.0000,91.0000,16027.0000,13584047.0000,97.0000,6108.0000,1.0000,2869.0000,215.0000,,1844.0000,418.0000,747160.0000,2114670.0000,21957.0000,13262188.0000,985342.0000
